,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
182,"frozenset({'Atypical', 'Ozark'})",frozenset({'The Mentalist'}),0.4523809523809524,0.42857142857142855,0.23809523809523808,0.5263157894736842,1.2280701754385965,0.044217687074829926,1.2063492063492063,0.3391304347826087
183,"frozenset({'Atypical', 'The Mentalist'})",frozenset({'Ozark'}),0.30952380952380953,0.7380952380952381,0.23809523809523808,0.7692307692307692,1.042183622828784,0.009637188208616754,1.1349206349206344,0.05862068965517226
181,frozenset({'The Walking Dead'}),frozenset({'Atypical'}),0.47619047619047616,0.5714285714285714,0.23809523809523808,0.5,0.875,-0.03401360544217685,0.8571428571428572,-0.2142857142857142
185,frozenset({'Atypical'}),"frozenset({'Ozark', 'The Mentalist'})",0.5714285714285714,0.30952380952380953,0.23809523809523808,0.4166666666666667,1.3461538461538463,0.06122448979591835,1.1836734693877553,0.5999999999999999
186,frozenset({'Ozark'}),"frozenset({'Atypical', 'The Mentalist'})",0.7380952380952381,0.30952380952380953,0.23809523809523808,0.3225806451612903,1.042183622828784,0.009637188208616754,1.0192743764172334,0.15454545454545415
187,frozenset({'The Mentalist'}),"frozenset({'Atypical', 'Ozark'})",0.42857142857142855,0.4523809523809524,0.23809523809523808,0.5555555555555556,1.2280701754385965,0.044217687074829926,1.2321428571428574,0.325
188,frozenset({'Outer Banks'}),frozenset({'Shadow and Bone'}),0.35714285714285715,0.47619047619047616,0.23809523809523808,0.6666666666666666,1.4,0.06802721088435373,1.5714285714285714,0.4444444444444445
189,frozenset({'Shadow and Bone'}),frozenset({'Outer Banks'}),0.47619047619047616,0.35714285714285715,0.23809523809523808,0.5,1.4,0.06802721088435373,1.2857142857142856,0.5454545454545454
395,frozenset({'Atypical'}),"frozenset({'Deception', 'The Mentalist'})",0.5714285714285714,0.2857142857142857,0.21428571428571427,0.375,1.3125,0.05102040816326531,1.1428571428571428,0.5555555555555556
394,"frozenset({'Deception', 'The Mentalist'})",frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.21428571428571427,0.75,1.3125,0.05102040816326531,1.7142857142857144,0.3333333333333333
403,frozenset({'Cobra Kai'}),frozenset({'The Blacklist'}),0.3333333333333333,0.6428571428571429,0.21428571428571427,0.6428571428571429,1.0,-2.7755575615628914e-17,1.0,-1.9428902930940237e-16
396,frozenset({'Deception'}),"frozenset({'Atypical', 'The Mentalist'})",0.47619047619047616,0.30952380952380953,0.21428571428571427,0.45,1.4538461538461538,0.06689342403628118,1.2554112554112553,0.5959595959595959
397,frozenset({'The Mentalist'}),"frozenset({'Atypical', 'Deception'})",0.42857142857142855,0.3333333333333333,0.21428571428571427,0.5,1.5,0.07142857142857142,1.3333333333333335,0.5833333333333334
398,frozenset({'Atypical'}),frozenset({'Spartacus'}),0.5714285714285714,0.2619047619047619,0.21428571428571427,0.375,1.4318181818181817,0.06462585034013604,1.180952380952381,0.7037037037037035
399,frozenset({'Spartacus'}),frozenset({'Atypical'}),0.2619047619047619,0.5714285714285714,0.21428571428571427,0.8181818181818181,1.4318181818181819,0.06462585034013604,2.3571428571428563,0.4086021505376343
400,frozenset({'The Blacklist'}),frozenset({'Chernobyl'}),0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
401,frozenset({'Chernobyl'}),frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
402,frozenset({'The Blacklist'}),frozenset({'Cobra Kai'}),0.6428571428571429,0.3333333333333333,0.21428571428571427,0.3333333333333333,1.0,-2.7755575615628914e-17,1.0,-3.6267285471088446e-16
408,frozenset({'Demon Slayer'}),frozenset({'Deception'}),0.47619047619047616,0.47619047619047616,0.21428571428571427,0.45,0.9450000000000001,-0.012471655328798181,0.9523809523809523,-0.09999999999999999
404,frozenset({'Daredevil'}),frozenset({'Shadow and Bone'}),0.38095238095238093,0.47619047619047616,0.21428571428571427,0.5625,1.1812500000000001,0.032879818594104326,1.1972789115646258,0.24786324786324798
405,frozenset({'Shadow and Bone'}),frozenset({'Daredevil'}),0.47619047619047616,0.38095238095238093,0.21428571428571427,0.45,1.1812500000000001,0.032879818594104326,1.1255411255411254,0.2929292929292931
406,frozenset({'Dark'}),frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.21428571428571427,0.75,1.0161290322580645,0.003401360544217663,1.0476190476190474,0.022222222222222063
407,frozenset({'Ozark'}),frozenset({'Dark'}),0.7380952380952381,0.2857142857142857,0.21428571428571427,0.29032258064516125,1.0161290322580645,0.003401360544217663,1.0064935064935066,0.06060606060606019
409,frozenset({'Deception'}),frozenset({'Demon Slayer'}),0.47619047619047616,0.47619047619047616,0.21428571428571427,0.45,0.9450000000000001,-0.012471655328798181,0.9523809523809523,-0.09999999999999999
410,frozenset({'Hanna'}),frozenset({'Deception'}),0.38095238095238093,0.47619047619047616,0.21428571428571427,0.5625,1.1812500000000001,0.032879818594104326,1.1972789115646258,0.24786324786324798
411,frozenset({'Deception'}),frozenset({'Hanna'}),0.47619047619047616,0.38095238095238093,0.21428571428571427,0.45,1.1812500000000001,0.032879818594104326,1.1255411255411254,0.2929292929292931
412,frozenset({'Demon Slayer'}),frozenset({'Berlin Station'}),0.47619047619047616,0.4523809523809524,0.21428571428571427,0.45,0.9947368421052631,-0.0011337868480725544,0.9956709956709957,-0.009999999999999929
392,"frozenset({'Atypical', 'Deception'})",frozenset({'The Mentalist'}),0.3333333333333333,0.42857142857142855,0.21428571428571427,0.6428571428571429,1.5000000000000002,0.07142857142857142,1.6,0.4999999999999999
413,frozenset({'Berlin Station'}),frozenset({'Demon Slayer'}),0.4523809523809524,0.47619047619047616,0.21428571428571427,0.47368421052631576,0.9947368421052631,-0.0011337868480725544,0.9952380952380951,-0.009569377990430556
393,"frozenset({'Atypical', 'The Mentalist'})",frozenset({'Deception'}),0.30952380952380953,0.47619047619047616,0.21428571428571427,0.6923076923076923,1.4538461538461538,0.06689342403628118,1.7023809523809523,0.4521072796934866
377,frozenset({'Stranger Things'}),"frozenset({'The Blacklist', 'Atypical'})",0.38095238095238093,0.42857142857142855,0.21428571428571427,0.5625,1.3125,0.05102040816326531,1.3061224489795917,0.3846153846153846
391,frozenset({'Two and a half men'}),frozenset({'Queen of the South'}),0.3333333333333333,0.35714285714285715,0.21428571428571427,0.6428571428571429,1.8,0.09523809523809523,1.8,0.6666666666666665
390,frozenset({'Queen of the South'}),frozenset({'Two and a half men'}),0.35714285714285715,0.3333333333333333,0.21428571428571427,0.6,1.8,0.09523809523809523,1.6666666666666667,0.6913580246913581
415,frozenset({'Berlin Station'}),frozenset({'Big Little Lies'}),0.4523809523809524,0.30952380952380953,0.21428571428571427,0.47368421052631576,1.5303643724696354,0.07426303854875282,1.3119047619047617,0.6328502415458936
369,frozenset({'The Blacklist'}),"frozenset({'Demon Slayer', 'Atypical'})",0.6428571428571429,0.2619047619047619,0.21428571428571427,0.3333333333333333,1.2727272727272725,0.04591836734693874,1.107142857142857,0.5999999999999996
370,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Demon Slayer'})",0.5714285714285714,0.3333333333333333,0.21428571428571427,0.375,1.125,0.023809523809523808,1.0666666666666669,0.25925925925925924
371,frozenset({'Demon Slayer'}),"frozenset({'The Blacklist', 'Atypical'})",0.47619047619047616,0.42857142857142855,0.21428571428571427,0.45,1.05,0.010204081632653073,1.0389610389610389,0.09090909090909101
372,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Stranger Things'}),0.42857142857142855,0.38095238095238093,0.21428571428571427,0.5,1.3125,0.05102040816326531,1.2380952380952381,0.41666666666666674
373,"frozenset({'The Blacklist', 'Stranger Things'})",frozenset({'Atypical'}),0.2619047619047619,0.5714285714285714,0.21428571428571427,0.8181818181818181,1.4318181818181819,0.06462585034013604,2.3571428571428563,0.4086021505376343
374,"frozenset({'Atypical', 'Stranger Things'})",frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
375,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Stranger Things'})",0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
376,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Stranger Things'})",0.5714285714285714,0.2619047619047619,0.21428571428571427,0.375,1.4318181818181817,0.06462585034013604,1.180952380952381,0.7037037037037035
378,"frozenset({'Atypical', 'The Wire'})",frozenset({'Ozark'}),0.23809523809523808,0.7380952380952381,0.21428571428571427,0.9,1.2193548387096773,0.0385487528344671,2.619047619047619,0.236111111111111
379,"frozenset({'Atypical', 'Ozark'})",frozenset({'The Wire'}),0.4523809523809524,0.35714285714285715,0.21428571428571427,0.47368421052631576,1.3263157894736841,0.052721088435374125,1.221428571428571,0.44927536231884035
380,"frozenset({'The Wire', 'Ozark'})",frozenset({'Atypical'}),0.2619047619047619,0.5714285714285714,0.21428571428571427,0.8181818181818181,1.4318181818181819,0.06462585034013604,2.3571428571428563,0.4086021505376343
381,frozenset({'Atypical'}),"frozenset({'The Wire', 'Ozark'})",0.5714285714285714,0.2619047619047619,0.21428571428571427,0.375,1.4318181818181817,0.06462585034013604,1.180952380952381,0.7037037037037035
382,frozenset({'The Wire'}),"frozenset({'Atypical', 'Ozark'})",0.35714285714285715,0.4523809523809524,0.21428571428571427,0.6,1.3263157894736841,0.052721088435374125,1.369047619047619,0.3827160493827159
383,frozenset({'Ozark'}),"frozenset({'Atypical', 'The Wire'})",0.7380952380952381,0.23809523809523808,0.21428571428571427,0.29032258064516125,1.2193548387096773,0.0385487528344671,1.0735930735930734,0.6868686868686866
384,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'The Mentalist'}),0.42857142857142855,0.42857142857142855,0.21428571428571427,0.5,1.1666666666666667,0.03061224489795919,1.1428571428571428,0.2500000000000001
385,"frozenset({'The Blacklist', 'The Mentalist'})",frozenset({'Atypical'}),0.23809523809523808,0.5714285714285714,0.21428571428571427,0.9,1.5750000000000002,0.0782312925170068,4.285714285714287,0.47916666666666674
386,"frozenset({'Atypical', 'The Mentalist'})",frozenset({'The Blacklist'}),0.30952380952380953,0.6428571428571429,0.21428571428571427,0.6923076923076923,1.0769230769230769,0.015306122448979553,1.1607142857142856,0.1034482758620687
387,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'The Mentalist'})",0.6428571428571429,0.30952380952380953,0.21428571428571427,0.3333333333333333,1.0769230769230769,0.015306122448979553,1.0357142857142856,0.19999999999999954
388,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'The Mentalist'})",0.5714285714285714,0.23809523809523808,0.21428571428571427,0.375,1.5750000000000002,0.0782312925170068,1.219047619047619,0.8518518518518519
389,frozenset({'The Mentalist'}),"frozenset({'The Blacklist', 'Atypical'})",0.42857142857142855,0.42857142857142855,0.21428571428571427,0.5,1.1666666666666667,0.03061224489795919,1.1428571428571428,0.2500000000000001
414,frozenset({'Big Little Lies'}),frozenset({'Berlin Station'}),0.30952380952380953,0.4523809523809524,0.21428571428571427,0.6923076923076923,1.5303643724696356,0.07426303854875282,1.7797619047619049,0.5019157088122604
445,frozenset({'The Mentalist'}),frozenset({'Mr. Robot'}),0.42857142857142855,0.5,0.21428571428571427,0.5,1.0,0.0,1.0,0.0
416,frozenset({'The Wire'}),frozenset({'Deception'}),0.35714285714285715,0.47619047619047616,0.21428571428571427,0.6,1.26,0.044217687074829926,1.3095238095238095,0.32098765432098764
417,frozenset({'Deception'}),frozenset({'The Wire'}),0.47619047619047616,0.35714285714285715,0.21428571428571427,0.45,1.26,0.044217687074829926,1.1688311688311686,0.39393939393939387
442,frozenset({'Atypical'}),frozenset({'Dr. House'}),0.5714285714285714,0.30952380952380953,0.21428571428571427,0.375,1.2115384615384615,0.037414965986394544,1.1047619047619048,0.4074074074074072
443,frozenset({'Dr. House'}),frozenset({'Atypical'}),0.30952380952380953,0.5714285714285714,0.21428571428571427,0.6923076923076923,1.2115384615384617,0.037414965986394544,1.3928571428571428,0.2528735632183907
444,frozenset({'Mr. Robot'}),frozenset({'The Mentalist'}),0.5,0.42857142857142855,0.21428571428571427,0.42857142857142855,1.0,0.0,1.0,0.0
367,"frozenset({'The Blacklist', 'Demon Slayer'})",frozenset({'Atypical'}),0.3333333333333333,0.5714285714285714,0.21428571428571427,0.6428571428571429,1.1250000000000002,0.023809523809523808,1.2000000000000002,0.16666666666666663
446,frozenset({'Mr. Robot'}),frozenset({'Two and a half men'}),0.5,0.3333333333333333,0.21428571428571427,0.42857142857142855,1.2857142857142858,0.047619047619047616,1.166666666666667,0.4444444444444444
447,frozenset({'Two and a half men'}),frozenset({'Mr. Robot'}),0.3333333333333333,0.5,0.21428571428571427,0.6428571428571429,1.2857142857142858,0.047619047619047616,1.4000000000000001,0.33333333333333326
448,frozenset({'Outer Banks'}),frozenset({'Ozark'}),0.35714285714285715,0.7380952380952381,0.21428571428571427,0.6,0.8129032258064516,-0.04931972789115649,0.6547619047619047,-0.2636363636363638
449,frozenset({'Ozark'}),frozenset({'Outer Banks'}),0.7380952380952381,0.35714285714285715,0.21428571428571427,0.29032258064516125,0.8129032258064515,-0.04931972789115649,0.9058441558441557,-0.46774193548387116
450,frozenset({'Ozark'}),frozenset({'Alice in Borderland'}),0.7380952380952381,0.30952380952380953,0.21428571428571427,0.29032258064516125,0.9379652605459056,-0.014172335600907054,0.9729437229437229,-0.20161290322580674
451,frozenset({'Alice in Borderland'}),frozenset({'Ozark'}),0.30952380952380953,0.7380952380952381,0.21428571428571427,0.6923076923076923,0.9379652605459057,-0.014172335600907054,0.851190476190476,-0.08741258741258756
452,frozenset({'Succession'}),frozenset({'Ozark'}),0.2619047619047619,0.7380952380952381,0.21428571428571427,0.8181818181818181,1.1085043988269794,0.02097505668934238,1.4404761904761898,0.13261648745519697
453,frozenset({'Ozark'}),frozenset({'Succession'}),0.7380952380952381,0.2619047619047619,0.21428571428571427,0.29032258064516125,1.1085043988269794,0.02097505668934238,1.04004329004329,0.3737373737373734
454,frozenset({'Atypical'}),frozenset({'Alice in Borderland'}),0.5714285714285714,0.30952380952380953,0.21428571428571427,0.375,1.2115384615384615,0.037414965986394544,1.1047619047619048,0.4074074074074072
455,frozenset({'Alice in Borderland'}),frozenset({'Atypical'}),0.30952380952380953,0.5714285714285714,0.21428571428571427,0.6923076923076923,1.2115384615384617,0.037414965986394544,1.3928571428571428,0.2528735632183907
456,frozenset({'12 Monkeys'}),frozenset({'Stranger Things'}),0.35714285714285715,0.38095238095238093,0.21428571428571427,0.6,1.575,0.0782312925170068,1.5476190476190477,0.5679012345679013
457,frozenset({'Stranger Things'}),frozenset({'12 Monkeys'}),0.38095238095238093,0.35714285714285715,0.21428571428571427,0.5625,1.575,0.0782312925170068,1.4693877551020407,0.5897435897435898
458,frozenset({'Chernobyl'}),frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.21428571428571427,0.75,1.0161290322580645,0.003401360544217663,1.0476190476190474,0.022222222222222063
459,frozenset({'Ozark'}),frozenset({'Chernobyl'}),0.7380952380952381,0.2857142857142857,0.21428571428571427,0.29032258064516125,1.0161290322580645,0.003401360544217663,1.0064935064935066,0.06060606060606019
460,frozenset({'The Mentalist'}),frozenset({'The Walking Dead'}),0.42857142857142855,0.47619047619047616,0.21428571428571427,0.5,1.05,0.010204081632653073,1.0476190476190477,0.08333333333333344
461,frozenset({'The Walking Dead'}),frozenset({'The Mentalist'}),0.47619047619047616,0.42857142857142855,0.21428571428571427,0.45,1.05,0.010204081632653073,1.0389610389610389,0.09090909090909101
462,frozenset({'Mr. Robot'}),frozenset({'Deception'}),0.5,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.9,-0.023809523809523808,0.9166666666666667,-0.18181818181818185
441,frozenset({'Shadow and Bone'}),frozenset({'Mr. Robot'}),0.47619047619047616,0.5,0.21428571428571427,0.45,0.9,-0.023809523809523808,0.9090909090909091,-0.17500000000000002
440,frozenset({'Mr. Robot'}),frozenset({'Shadow and Bone'}),0.5,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.9,-0.023809523809523808,0.9166666666666667,-0.18181818181818185
439,frozenset({'Hanna'}),frozenset({'Atypical'}),0.38095238095238093,0.5714285714285714,0.21428571428571427,0.5625,0.984375,-0.003401360544217663,0.979591836734694,-0.024999999999999828
427,frozenset({'Hanna'}),frozenset({'Family Guy'}),0.38095238095238093,0.4523809523809524,0.21428571428571427,0.5625,1.243421052631579,0.04195011337868482,1.251700680272109,0.3162393162393163
418,frozenset({'Mr. Robot'}),frozenset({'Demon Slayer'}),0.5,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.9,-0.023809523809523808,0.9166666666666667,-0.18181818181818185
419,frozenset({'Demon Slayer'}),frozenset({'Mr. Robot'}),0.47619047619047616,0.5,0.21428571428571427,0.45,0.9,-0.023809523809523808,0.9090909090909091,-0.17500000000000002
420,frozenset({'Banshee'}),frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.21428571428571427,0.75,1.0161290322580645,0.003401360544217663,1.0476190476190474,0.022222222222222063
421,frozenset({'Ozark'}),frozenset({'Banshee'}),0.7380952380952381,0.2857142857142857,0.21428571428571427,0.29032258064516125,1.0161290322580645,0.003401360544217663,1.0064935064935066,0.06060606060606019
422,frozenset({'Demon Slayer'}),frozenset({'The Mentalist'}),0.47619047619047616,0.42857142857142855,0.21428571428571427,0.45,1.05,0.010204081632653073,1.0389610389610389,0.09090909090909101
423,frozenset({'The Mentalist'}),frozenset({'Demon Slayer'}),0.42857142857142855,0.47619047619047616,0.21428571428571427,0.5,1.05,0.010204081632653073,1.0476190476190477,0.08333333333333344
424,frozenset({'The Blacklist'}),frozenset({'Dr. House'}),0.6428571428571429,0.30952380952380953,0.21428571428571427,0.3333333333333333,1.0769230769230769,0.015306122448979553,1.0357142857142856,0.19999999999999954
425,frozenset({'Dr. House'}),frozenset({'The Blacklist'}),0.30952380952380953,0.6428571428571429,0.21428571428571427,0.6923076923076923,1.0769230769230769,0.015306122448979553,1.1607142857142856,0.1034482758620687
426,frozenset({'Family Guy'}),frozenset({'Hanna'}),0.4523809523809524,0.38095238095238093,0.21428571428571427,0.47368421052631576,1.243421052631579,0.04195011337868482,1.176190476190476,0.3574879227053141
428,frozenset({'The Blacklist'}),frozenset({'Hanna'}),0.6428571428571429,0.38095238095238093,0.21428571428571427,0.3333333333333333,0.875,-0.03061224489795919,0.9285714285714285,-0.28571428571428575
438,frozenset({'Atypical'}),frozenset({'Hanna'}),0.5714285714285714,0.38095238095238093,0.21428571428571427,0.375,0.984375,-0.003401360544217663,0.9904761904761905,-0.03571428571428546
429,frozenset({'Hanna'}),frozenset({'The Blacklist'}),0.38095238095238093,0.6428571428571429,0.21428571428571427,0.5625,0.8749999999999999,-0.03061224489795919,0.8163265306122448,-0.18750000000000003
430,"frozenset({'Atypical', '12 Monkeys'})",frozenset({'Family Guy'}),0.2857142857142857,0.4523809523809524,0.21428571428571427,0.75,1.6578947368421053,0.08503401360544216,2.1904761904761907,0.5555555555555555
431,"frozenset({'Atypical', 'Family Guy'})",frozenset({'12 Monkeys'}),0.38095238095238093,0.35714285714285715,0.21428571428571427,0.5625,1.575,0.0782312925170068,1.4693877551020407,0.5897435897435898
432,"frozenset({'12 Monkeys', 'Family Guy'})",frozenset({'Atypical'}),0.23809523809523808,0.5714285714285714,0.21428571428571427,0.9,1.5750000000000002,0.0782312925170068,4.285714285714287,0.47916666666666674
433,frozenset({'Atypical'}),"frozenset({'12 Monkeys', 'Family Guy'})",0.5714285714285714,0.23809523809523808,0.21428571428571427,0.375,1.5750000000000002,0.0782312925170068,1.219047619047619,0.8518518518518519
434,frozenset({'12 Monkeys'}),"frozenset({'Atypical', 'Family Guy'})",0.35714285714285715,0.38095238095238093,0.21428571428571427,0.6,1.575,0.0782312925170068,1.5476190476190477,0.5679012345679013
435,frozenset({'Family Guy'}),"frozenset({'Atypical', '12 Monkeys'})",0.4523809523809524,0.2857142857142857,0.21428571428571427,0.47368421052631576,1.6578947368421053,0.08503401360544216,1.357142857142857,0.7246376811594201
436,frozenset({'The Blacklist'}),frozenset({'Jack Ryan'}),0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
437,frozenset({'Jack Ryan'}),frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
368,"frozenset({'Demon Slayer', 'Atypical'})",frozenset({'The Blacklist'}),0.2619047619047619,0.6428571428571429,0.21428571428571427,0.8181818181818181,1.2727272727272725,0.04591836734693874,1.9642857142857133,0.2903225806451611
336,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Demon Slayer'}),0.5,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.9,-0.023809523809523808,0.9166666666666667,-0.18181818181818185
366,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Demon Slayer'}),0.42857142857142855,0.47619047619047616,0.21428571428571427,0.5,1.05,0.010204081632653073,1.0476190476190477,0.08333333333333344
316,frozenset({'Ozark'}),"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",0.7380952380952381,0.23809523809523808,0.21428571428571427,0.29032258064516125,1.2193548387096773,0.0385487528344671,1.0735930735930734,0.6868686868686866
294,"frozenset({'The Blacklist', 'Atypical'})","frozenset({'Family Guy', 'Berlin Station'})",0.42857142857142855,0.2619047619047619,0.21428571428571427,0.5,1.909090909090909,0.1020408163265306,1.4761904761904763,0.8333333333333334
295,"frozenset({'The Blacklist', 'Family Guy'})","frozenset({'Atypical', 'Berlin Station'})",0.3333333333333333,0.2857142857142857,0.21428571428571427,0.6428571428571429,2.2500000000000004,0.11904761904761904,2.0000000000000004,0.8333333333333331
296,"frozenset({'The Blacklist', 'Berlin Station'})","frozenset({'Atypical', 'Family Guy'})",0.2857142857142857,0.38095238095238093,0.21428571428571427,0.75,1.96875,0.1054421768707483,2.4761904761904763,0.6888888888888889
297,"frozenset({'Atypical', 'Family Guy'})","frozenset({'The Blacklist', 'Berlin Station'})",0.38095238095238093,0.2857142857142857,0.21428571428571427,0.5625,1.96875,0.1054421768707483,1.6326530612244898,0.7948717948717948
298,"frozenset({'Atypical', 'Berlin Station'})","frozenset({'The Blacklist', 'Family Guy'})",0.2857142857142857,0.3333333333333333,0.21428571428571427,0.75,2.25,0.11904761904761904,2.666666666666667,0.7777777777777777
299,"frozenset({'Family Guy', 'Berlin Station'})","frozenset({'The Blacklist', 'Atypical'})",0.2619047619047619,0.42857142857142855,0.21428571428571427,0.8181818181818181,1.909090909090909,0.1020408163265306,3.1428571428571415,0.6451612903225805
300,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",0.6428571428571429,0.23809523809523808,0.21428571428571427,0.3333333333333333,1.4,0.06122448979591835,1.1428571428571426,0.7999999999999999
301,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Family Guy', 'Berlin Station'})",0.5714285714285714,0.21428571428571427,0.21428571428571427,0.375,1.75,0.09183673469387756,1.2571428571428571,1.0
302,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Atypical', 'Berlin Station'})",0.4523809523809524,0.23809523809523808,0.21428571428571427,0.47368421052631576,1.9894736842105263,0.10657596371882086,1.4476190476190474,0.9082125603864734
303,frozenset({'Berlin Station'}),"frozenset({'The Blacklist', 'Atypical', 'Family Guy'})",0.4523809523809524,0.30952380952380953,0.21428571428571427,0.47368421052631576,1.5303643724696354,0.07426303854875282,1.3119047619047617,0.6328502415458936
304,"frozenset({'Atypical', 'Family Guy', 'Ozark'})",frozenset({'Berlin Station'}),0.30952380952380953,0.4523809523809524,0.21428571428571427,0.6923076923076923,1.5303643724696356,0.07426303854875282,1.7797619047619049,0.5019157088122604
305,"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",frozenset({'Ozark'}),0.23809523809523808,0.7380952380952381,0.21428571428571427,0.9,1.2193548387096773,0.0385487528344671,2.619047619047619,0.236111111111111
306,"frozenset({'Atypical', 'Ozark', 'Berlin Station'})",frozenset({'Family Guy'}),0.23809523809523808,0.4523809523809524,0.21428571428571427,0.9,1.9894736842105263,0.10657596371882086,5.476190476190478,0.6527777777777778
307,"frozenset({'Family Guy', 'Ozark', 'Berlin Station'})",frozenset({'Atypical'}),0.23809523809523808,0.5714285714285714,0.21428571428571427,0.9,1.5750000000000002,0.0782312925170068,4.285714285714287,0.47916666666666674
308,"frozenset({'Atypical', 'Family Guy'})","frozenset({'Ozark', 'Berlin Station'})",0.38095238095238093,0.35714285714285715,0.21428571428571427,0.5625,1.575,0.0782312925170068,1.4693877551020407,0.5897435897435898
309,"frozenset({'Atypical', 'Ozark'})","frozenset({'Family Guy', 'Berlin Station'})",0.4523809523809524,0.2619047619047619,0.21428571428571427,0.47368421052631576,1.8086124401913874,0.0958049886621315,1.4023809523809523,0.8164251207729466
310,"frozenset({'Atypical', 'Berlin Station'})","frozenset({'Family Guy', 'Ozark'})",0.2857142857142857,0.38095238095238093,0.21428571428571427,0.75,1.96875,0.1054421768707483,2.4761904761904763,0.6888888888888889
311,"frozenset({'Family Guy', 'Ozark'})","frozenset({'Atypical', 'Berlin Station'})",0.38095238095238093,0.2857142857142857,0.21428571428571427,0.5625,1.96875,0.1054421768707483,1.6326530612244898,0.7948717948717948
312,"frozenset({'Family Guy', 'Berlin Station'})","frozenset({'Atypical', 'Ozark'})",0.2619047619047619,0.4523809523809524,0.21428571428571427,0.8181818181818181,1.8086124401913874,0.0958049886621315,3.011904761904761,0.6057347670250894
313,"frozenset({'Ozark', 'Berlin Station'})","frozenset({'Atypical', 'Family Guy'})",0.35714285714285715,0.38095238095238093,0.21428571428571427,0.6,1.575,0.0782312925170068,1.5476190476190477,0.5679012345679013
314,frozenset({'Atypical'}),"frozenset({'Family Guy', 'Ozark', 'Berlin Station'})",0.5714285714285714,0.23809523809523808,0.21428571428571427,0.375,1.5750000000000002,0.0782312925170068,1.219047619047619,0.8518518518518519
293,"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",frozenset({'The Blacklist'}),0.23809523809523808,0.6428571428571429,0.21428571428571427,0.9,1.4,0.06122448979591835,3.5714285714285716,0.37499999999999994
292,"frozenset({'The Blacklist', 'Family Guy', 'Berlin Station'})",frozenset({'Atypical'}),0.21428571428571427,0.5714285714285714,0.21428571428571427,1.0,1.75,0.09183673469387756,inf,0.5454545454545455
291,"frozenset({'The Blacklist', 'Atypical', 'Berlin Station'})",frozenset({'Family Guy'}),0.23809523809523808,0.4523809523809524,0.21428571428571427,0.9,1.9894736842105263,0.10657596371882086,5.476190476190478,0.6527777777777778
279,frozenset({'Mr. Robot'}),"frozenset({'Atypical', 'Family Guy'})",0.5,0.38095238095238093,0.21428571428571427,0.42857142857142855,1.125,0.023809523809523808,1.0833333333333335,0.2222222222222222
270,"frozenset({'Atypical', 'Jack Ryan'})",frozenset({'Ozark'}),0.23809523809523808,0.7380952380952381,0.21428571428571427,0.9,1.2193548387096773,0.0385487528344671,2.619047619047619,0.236111111111111
271,"frozenset({'Atypical', 'Ozark'})",frozenset({'Jack Ryan'}),0.4523809523809524,0.2857142857142857,0.21428571428571427,0.47368421052631576,1.6578947368421053,0.08503401360544216,1.357142857142857,0.7246376811594201
